Gene,F303_0ppm,F306_2ppm,F318_0ppm,F320_2ppm,F325_0ppm,F328_0ppm,F332_0ppm,F336_2ppm,F341_2ppm,F342_2ppm
Riiad1,5,7,6,5,11,1,10,1,3,2
Rilp,36,41,48,30,39,56,46,27,27,35
Rilpl1,185,112,83,67,70,46,76,66,23,48
Rilpl2,156,90,46,63,55,42,30,22,1,10
Rimbp2,83,57,108,100,108,101,99,82,90,87
Rimbp3,1,0,5,1,0,4,3,0,0,0
Rimkla,5523,4786,6523,6460,6876,7328,7148,6722,5861,6080
Rimklb,2124,1435,1734,2088,1951,1907,2054,1893,1640,1679
Rims1,297,151,312,237,311,305,296,295,215,257
Rims2,137,141,141,149,143,200,133,121,130,123
Rims3,489,439,534,458,622,454,585,541,467,474
Rims4,11,14,8,26,8,5,4,4,1,4
Rin1,39,48,43,16,14,25,22,29,9,22
Rin2,349,261,353,327,304,359,297,247,295,298
Rin3,272,229,361,267,355,363,360,300,274,280
Ring1,190,108,61,64,45,49,30,41,9,21
Rinl,4,9,1,19,1,2,0,0,0,0
Rint1,249,263,216,222,264,181,197,185,118,138
Riok1,10445,8061,10884,10904,11634,13130,12875,12580,11091,10371
Riok2,738,625,679,497,613,555,565,571,363,399
Riok3,2112,1524,2010,1964,2106,2392,2432,2198,1730,1805
Ripk1,1235,935,1373,1404,1404,1500,1392,1270,1171,1120
Ripk2,631,531,580,577,709,629,754,658,473,502
Ripk3,16,0,0,2,2,3,0,1,1,2
Ripk4,47,70,45,11,28,24,27,52,13,11
Ripply1,0,0,0,0,0,0,0,0,0,0
Ripply2,4,3,10,6,12,9,4,6,5,10
Ripply3,15,6,24,17,10,14,17,20,18,10
Rit1,592,483,672,527,785,641,735,522,460,443
Rit2,146,83,198,159,147,175,144,148,175,135
Rlbp1,3,2,1,3,1,4,5,12,0,1
Rlf,519,454,534,508,382,329,417,315,263,284
Rlim,4102,3291,4194,4282,3744,4564,4087,3700,3582,3970
Rln1,1,1,1,0,0,0,0,0,0,0
Rln3,261,176,355,194,365,290,371,223,153,221
Rltpr,316,225,401,388,328,475,364,373,379,368
Rmdn1,166,120,158,132,153,137,157,186,121,104
Rmdn2,348,166,100,216,99,65,124,97,40,39
Rmdn3,1952,1482,2240,1813,2163,2158,2449,2115,1774,1909
Rmi1,1342,1036,1233,1298,1385,1322,1456,1315,1138,1146
Rmi2,147,111,149,146,140,169,176,122,120,98
Rmnd1,13,8,8,12,6,7,8,10,4,6
Rmnd5a,2298,1634,2429,2359,2040,2463,2219,2304,2112,1993
Rmnd5b,452,331,272,268,249,246,278,229,121,152
Rmrp,0,0,0,0,0,2,0,0,0,0
Rmst,0,0,0,0,0,0,0,0,0,0
Rn4.5s,0,0,0,0,0,0,0,0,0,0
Rn45s,5896,4311,2956,3534,2711,2325,1670,1738,766,944
Rnase1,1,2,0,0,3,4,0,0,0,0
Rnase10,9,17,11,12,19,8,66,10,29,4
Rnase11,0,0,0,0,1,0,0,0,0,0
Rnase12,4,0,0,1,3,0,3,0,1,0
Rnase13,3,0,0,0,0,1,0,0,0,0
Rnase4,44,15,6,4,3,7,1,25,2,12
Rnase6,372,342,460,416,609,453,489,485,480,428
Rnase9,0,0,0,0,0,0,4,0,10,1
Rnaseh1,1252,968,1457,1106,1400,1427,1475,1359,1082,1104
Rnaseh2a,452,321,365,382,333,305,279,263,250,181
Rnaseh2b,563,252,316,323,324,280,270,207,151,186
Rnaseh2c,251,125,207,183,207,184,169,114,82,92
Rnasek,695,416,624,532,677,635,671,474,361,395
Rnasel,114,62,17,56,18,11,9,19,8,9
Rnaset2a,0,0,0,0,0,0,0,0,0,0
Rnaset2b,753,562,828,741,930,840,973,714,615,634
Rnd1,73,70,104,76,92,83,86,76,51,63
Rnd2,45,53,17,28,9,12,12,13,0,0
Rnd3,112,58,71,83,101,74,82,93,54,64
Rnf10,3792,2798,3283,3180,3037,3073,2953,2816,2019,2427
Rnf103,680,399,261,454,220,231,168,135,63,109
Rnf11,768,453,327,299,242,216,221,251,110,112
Rnf111,3086,2473,3586,3523,3346,3989,3290,3452,3370,3370
Rnf112,0,0,0,0,0,0,0,0,0,1
Rnf113a1,54,46,84,51,58,92,73,85,47,64
Rnf113a2,558,441,562,510,582,642,581,544,546,480
Rnf114,13376,10561,15479,13066,16262,14842,16101,14222,12164,12096
Rnf115,1108,787,773,885,876,838,788,803,635,634
Rnf121,217,136,190,150,191,159,178,172,121,143
Rnf122,3076,2385,3457,3450,3566,3805,4097,3537,3177,3036
Rnf123,821,768,906,903,754,832,851,733,645,704
Rnf125,275,210,300,310,358,319,338,288,223,228
Rnf126,1099,721,998,891,1005,959,920,949,691,812
Rnf128,64,24,11,48,21,37,37,30,7,14
Rnf13,478,385,353,386,366,319,374,317,265,283
Rnf130,1284,909,1050,852,952,954,1068,912,637,822
Rnf133,3,4,5,1,4,3,5,3,6,4
Rnf135,202,148,197,162,190,179,189,171,129,156
Rnf138,917,861,792,686,725,728,726,755,552,540
Rnf139,2587,1951,2630,2456,2709,2771,2819,2477,2119,2220
Rnf14,5104,4416,5860,4828,5490,5237,5822,5327,4269,4389
Rnf141,529,361,704,578,753,763,719,580,530,516
Rnf144a,97,129,77,128,60,79,41,61,43,47
Rnf144b,35,25,17,31,13,20,12,6,20,9
Rnf145,1288,935,1024,1089,976,1198,1089,1182,769,900
Rnf146,3126,2270,2995,3031,3085,3090,3188,2938,2438,2392
Rnf148,0,0,1,1,0,0,0,0,0,1
Rnf149,655,396,229,309,225,163,161,141,53,64
Rnf150,22,12,23,22,21,25,29,14,18,22
Rnf151,0,0,0,0,0,0,0,0,0,0
Rnf152,107,56,112,149,112,130,120,102,112,130
Rnf157,97,119,27,36,12,17,16,13,9,10
Rnf165,212,170,205,164,221,249,244,219,184,201
Rnf166,916,797,1023,754,907,844,1040,919,704,729
Rnf167,1189,963,1025,1201,1110,1128,1101,1039,879,937
Rnf168,3580,2967,3894,3308,3682,3633,3806,4122,3287,3365
Rnf169,824,655,905,832,776,915,828,908,762,794
Rnf17,3064,2643,3750,3644,3919,4096,4069,4022,3357,3397
Rnf170,984,747,939,887,922,926,1122,976,912,906
Rnf180,239,217,260,227,257,288,263,266,155,213
Rnf181,2973,2122,3014,2717,3181,3246,3294,2842,2221,2367
Rnf182,196,131,230,136,162,156,173,186,142,117
Rnf183,3,1,7,2,7,2,2,3,2,5
Rnf185,7512,5710,8505,8740,8896,9856,9911,8907,7734,7884
Rnf186,0,0,0,0,0,0,0,0,0,0
Rnf187,4204,3457,4084,3779,4215,3933,4154,3708,3135,3118
Rnf19a,2158,1579,1720,1917,1724,1685,1750,1711,1378,1341
Rnf19b,1797,1547,1495,1320,1250,1319,1200,1237,905,1110
Rnf2,5225,4095,5651,5106,5064,5754,5657,5485,4610,4898
Rnf20,2117,1563,1935,1942,2070,2285,2114,1998,1695,1756
Rnf207,246,151,297,185,307,305,311,283,244,187
Rnf208,2,0,0,2,0,2,2,3,0,1
Rnf214,1956,1506,2148,1976,2258,2206,2217,2216,1777,1914
Rnf215,436,356,393,339,324,340,381,343,214,230
Rnf216,3141,2491,3440,3107,3340,3435,3545,3072,2576,2793
Rnf217,283,133,71,189,88,86,42,55,17,37
Rnf219,1481,1094,1553,1508,1563,1710,1664,1698,1206,1166
Rnf220,4600,3548,5027,4766,5214,5204,5541,5067,4691,4408
Rnf222,12,9,7,16,5,9,15,13,7,4
Rnf223,5,10,8,4,1,5,5,4,6,2
Rnf24,5870,4559,6834,6510,7020,7745,7902,6885,5704,6106
Rnf25,1506,1286,1969,1493,1923,1897,1947,1624,1357,1348
Rnf26,1462,1225,1454,1640,1583,1617,1506,1459,1208,1449
Rnf31,358,242,279,282,317,306,291,287,259,261
Rnf32,546,415,660,625,751,671,722,634,551,505
Rnf34,6138,4605,6453,5589,6591,6614,7184,6543,5490,5236
Rnf38,12638,9759,13756,14602,14086,16242,14911,14263,14355,13817
Rnf39,1,1,0,0,2,1,1,0,0,0
Rnf4,8615,7267,9389,8111,9191,8810,9759,9366,7801,7643
Rnf40,3199,2899,3697,3643,3670,4244,3878,3497,3274,3376
Rnf41,676,539,673,500,538,541,612,560,442,376
Rnf43,362,321,370,318,359,344,359,344,293,305
Rnf44,476,441,426,427,389,468,373,334,274,305
Rnf5,721,523,592,600,567,508,607,510,487,459
Rnf6,1033,999,980,697,765,865,727,952,531,548
Rnf7,460,284,339,315,267,220,257,202,108,119
Rnf8,6894,5543,8517,6919,8141,8333,8804,8432,6455,6456
Rnft1,1353,969,1071,1163,1314,1246,1268,1144,931,923
Rnft2,69,57,67,66,77,76,88,50,56,39
Rngtt,741,542,473,639,515,626,581,529,396,426
Rnh1,606,405,184,284,167,170,127,148,58,48
Rnls,227,183,240,184,243,213,249,194,173,199
Rnmt,2314,1723,2244,2187,2317,2372,2341,2251,1897,2005
Rnmtl1,102,63,53,48,25,24,24,21,6,8
Rnpc3,937,906,828,983,936,896,934,1005,770,804
Rnpep,1409,452,687,899,869,796,682,640,426,489
Rnpepl1,371,324,210,218,166,178,122,123,93,130
Rnps1,692,423,562,584,523,564,624,470,357,373
Rnu11,0,0,0,0,0,1,1,0,0,0
Rnu12,0,1,0,0,0,0,2,0,0,0
Rnu6,0,0,0,0,0,0,0,0,0,0
Rnu7,0,0,0,0,0,0,0,0,0,0
Rnu73b,0,0,0,0,0,0,0,0,0,0
Robo1,419,333,401,682,354,465,534,388,354,451
Robo2,101,96,61,196,84,98,132,104,65,85
Robo3,291,295,363,351,340,341,292,375,293,318
Robo4,2,1,0,1,0,0,1,2,0,0
Rock1,7217,6249,8420,8360,7854,9004,8283,9658,8067,8037
Rock2,950,742,710,775,580,636,585,592,423,433
Rogdi,359,301,340,264,306,330,330,294,214,217
Rom1,9,9,2,2,0,5,2,2,0,0
Romo1,530,179,422,250,485,368,446,230,144,203
Ropn1,3,0,1,2,0,1,1,0,0,0
Ropn1l,13,17,22,27,16,15,24,12,8,13
Ror1,116,79,113,87,88,87,94,70,64,62
Ror2,24,43,34,38,24,33,39,20,49,16
Rora,382,293,445,330,352,438,396,429,308,288
Rorb,6,0,12,9,4,1,6,0,0,2
Rorc,41,64,12,6,8,13,0,10,3,5
Ros1,11,6,5,4,2,7,11,8,9,5
Rp1,27,39,69,24,34,36,35,35,43,21
Rp1l1,0,3,0,0,0,0,1,0,0,0
Rp2h,250,162,34,135,53,59,26,29,3,21
Rp9,1068,689,1074,935,1238,1152,1138,1047,680,803
Rpa1,5987,5290,6797,6018,7446,6302,7164,6642,5510,5725
Rpa2,2234,1806,2301,2160,2599,2189,2525,1961,1673,1805
Rpa3,841,541,854,716,905,864,863,686,527,556
Rpain,282,156,290,190,298,267,259,170,133,114
Rpap1,968,707,783,930,782,809,604,618,539,606
Rpap2,3723,3045,4374,4034,4446,4605,4620,4276,3695,3849
Rpap3,1663,1216,1625,1590,1904,1901,1879,1753,1452,1507
Rpe,2634,2196,2691,2480,2625,2612,2919,2749,2170,2197
Rpe65,3,1,0,1,9,5,4,0,0,3
Rpf1,1504,1017,1421,1341,1580,1452,1556,1375,1047,1090
Rpf2,608,397,489,608,571,532,594,472,383,391
Rpgr,702,529,684,716,728,661,715,669,509,604
Rpgrip1,77,69,103,68,54,82,82,60,66,43
Rpgrip1l,949,827,1054,1108,1043,1290,1069,992,923,954
Rph3a,439,302,433,431,458,548,474,447,396,446
Rph3al,604,363,629,531,624,699,648,502,389,447
Rpia,11,10,10,21,19,14,21,22,6,13
Rpl10,19,21,19,12,18,12,9,1,0,5
Rpl10a,18,8,7,5,9,8,2,2,1,1
Rpl10l,18,19,45,12,27,13,24,27,11,22
Rpl11,16,3,8,2,3,6,3,4,1,4
Rpl12,10,12,6,4,2,1,2,2,0,0
Rpl13,282,217,188,255,162,160,107,130,92,92
Rpl13a,740,430,447,422,482,372,338,275,190,188
Rpl14,684,465,472,470,449,394,399,315,202,260
Rpl15,491,404,421,392,406,400,329,307,297,304
Rpl17,233,140,270,170,294,277,262,227,209,188
Rpl18,186,63,135,107,112,94,88,81,32,41
Rpl18a,473,245,427,282,415,381,433,260,149,157
Rpl19,71,28,48,34,73,64,42,21,17,25
Rpl21,140,80,77,91,92,113,104,86,89,68
Rpl22,496,318,418,333,350,308,348,252,185,234
Rpl22l1,167,97,129,87,92,109,102,52,41,47
Rpl23,134,53,89,92,84,98,62,34,27,43
Rpl23a,29,20,18,17,23,19,19,36,22,19
Rpl24,2,1,2,3,2,2,2,0,0,1
Rpl26,0,1,1,1,5,1,1,1,0,0
Rpl27,22,12,10,16,27,12,11,12,5,3
Rpl27a,62,33,48,30,31,18,16,21,12,11
Rpl28,17,4,12,6,3,5,5,5,0,11
Rpl29,106,57,70,94,62,53,54,51,15,25
Rpl3,182,91,87,94,61,51,50,54,21,18
Rpl30,19,8,23,9,18,13,18,5,1,4
Rpl31,117,81,150,113,122,131,141,92,91,66
Rpl31-ps12,0,0,1,0,0,0,0,0,0,0
Rpl32,1525,841,1318,910,1291,1112,1102,687,421,602
Rpl34,34,14,24,14,34,33,27,15,10,9
Rpl34-ps1,2,0,0,0,0,0,0,0,0,0
Rpl35,175,72,196,107,214,168,235,101,43,65
Rpl35a,16,12,17,9,10,8,14,5,6,7
Rpl36,13,4,10,4,15,7,8,2,2,2
Rpl36a,4,1,3,4,3,3,5,1,2,1
Rpl36al,411,174,330,234,380,301,357,195,145,163
Rpl37,420,170,301,249,331,264,307,136,93,111
Rpl37a,130,86,117,91,93,75,93,48,39,45
Rpl38,3,1,1,0,6,1,4,0,1,0
Rpl39,504,273,545,348,589,480,563,331,241,243
Rpl39l,610,394,805,413,929,745,889,548,382,402
Rpl3l,0,1,0,0,0,0,0,0,0,0
Rpl4,4595,3393,3479,3766,3450,3042,2970,2640,1890,2079
Rpl41,441,190,390,222,376,347,317,149,96,105
Rpl5,77,39,58,56,71,48,49,37,37,25
Rpl6,229,159,179,208,168,99,127,133,84,108
Rpl7,423,296,322,307,286,194,258,170,110,126
Rpl7a,83,28,62,45,67,73,70,30,22,28
Rpl7l1,1064,711,671,759,601,557,525,463,255,314
Rpl8,910,539,582,577,499,407,320,296,155,220
Rpl9,19,10,14,9,7,7,6,6,1,1
Rplp0,2407,1513,2017,1609,2104,1787,1781,1380,999,1062
Rplp1,548,261,500,274,466,427,478,279,177,221
Rplp2,142,47,111,52,122,100,122,35,19,31
Rplp2-ps1,0,0,0,0,0,0,0,0,0,0
Rpn1,4869,3257,2827,4308,2970,2489,2460,2226,1452,1663
Rpn2,4555,2893,2708,3581,2965,2492,2384,2198,1576,1781
Rpp14,1048,821,973,929,873,799,934,820,684,700
Rpp21,489,271,559,337,559,482,632,372,260,301
Rpp25,52,60,7,15,4,8,3,2,3,0
Rpp25l,510,367,634,468,591,592,651,476,397,424
Rpp30,862,550,956,698,841,724,909,730,466,479
Rpp38,685,436,732,586,891,726,812,670,481,493
Rpp40,171,97,125,135,89,112,126,80,80,53
Rpph1,3,0,1,0,1,2,1,0,0,0
Rprd1a,452,341,465,419,443,444,484,424,400,332
Rprd1b,312,231,83,214,66,60,70,54,23,25
Rprd2,602,428,595,547,539,591,636,558,486,468
Rprl1,0,0,0,0,0,0,0,0,0,0
Rprl2,0,0,0,0,0,0,0,0,0,0
Rprl3,0,0,0,0,0,0,0,0,0,0
Rprm,1,6,0,0,0,1,3,0,0,0
Rprml,0,3,0,0,0,0,0,0,0,1
Rps10,119,78,110,97,107,110,96,52,37,49
Rps11,1083,509,862,678,932,781,806,428,254,317
Rps12,1,2,4,8,2,1,3,3,1,1
Rps13,11,8,9,7,13,5,7,4,4,2
Rps14,1368,794,1106,850,1069,849,861,549,401,483
Rps15,382,187,311,230,297,264,241,144,84,98
Rps15a,236,140,218,213,199,177,213,125,100,80
Rps15a-ps4,4,4,16,18,9,9,15,6,6,9
Rps15a-ps6,21,9,12,21,4,1,11,6,4,6
Rps16,10,0,2,3,4,12,2,3,0,0
Rps17,15,7,6,4,8,10,9,4,0,2
Rps18,220,104,140,138,126,111,106,96,33,65
Rps19,553,377,357,324,340,201,227,154,71,77
Rps19bp1,310,242,335,243,319,271,320,286,172,201
Rps19-ps3,8,8,5,2,3,3,3,4,1,0
Rps2,291,146,206,187,192,158,165,125,54,93
Rps20,233,159,222,159,186,147,158,98,59,78
Rps21,190,72,168,97,186,158,174,65,37,57
Rps23,8,8,14,4,8,6,10,5,3,4
Rps24,299,182,228,204,219,205,153,126,88,107
Rps25,301,132,273,207,279,267,241,161,115,107
Rps26,267,175,204,198,207,176,161,148,67,99
Rps27,0,3,0,2,0,0,0,0,1,0
Rps27a,31,11,22,7,24,17,18,5,3,4
Rps27l,1447,647,1140,872,1250,973,1118,628,406,559
Rps28,113,68,63,66,67,53,28,19,7,15
Rps29,10,8,14,7,15,29,20,3,3,4
Rps3,1534,811,817,865,801,571,535,359,195,243
Rps3a1,614,318,362,422,294,235,248,221,107,124
Rps4x,462,315,431,409,441,438,392,309,206,245
Rps4y2,522,456,648,470,744,702,661,553,464,493
Rps5,1319,868,1117,961,1181,816,911,683,398,501
Rps6,80,53,50,56,44,25,41,25,22,28
Rps6ka1,655,731,707,654,628,674,711,734,559,566
Rps6ka2,292,309,170,502,134,171,140,122,32,42
Rps6ka3,97,100,123,119,105,120,120,107,93,96
Rps6ka4,90,95,28,27,22,17,10,16,3,3
Rps6ka5,1314,846,1415,1332,1307,1418,1434,1462,1179,1032
Rps6ka6,571,464,633,718,634,691,726,655,589,645
Rps6kb1,1444,1164,1318,1335,1343,1316,1410,1415,1124,1121
Rps6kb2,179,157,173,155,171,132,149,132,89,105
Rps6kc1,219,173,162,183,166,226,127,121,91,88
Rps6kl1,0,0,2,3,2,0,4,1,0,2
Rps7,43,18,37,19,56,52,48,17,16,18
Rps8,162,102,79,84,83,84,78,89,49,48
Rps9,939,544,679,563,639,569,516,348,229,264
Rpsa,130,76,85,71,52,54,34,47,23,25
Rptn,1,0,0,0,0,0,0,0,0,0
Rptor,478,457,419,344,353,335,323,357,247,239
Rpusd1,188,125,145,129,125,137,137,114,68,99
Rpusd2,29,27,11,10,14,14,13,15,8,9
Rpusd3,136,128,224,171,172,210,209,164,143,161
Rpusd4,878,743,1109,817,1080,865,975,1014,657,683
Rqcd1,1315,1011,1216,1323,1166,1163,1381,1279,993,989
Rrad,21,9,2,2,2,1,0,4,0,0
Rraga,4012,2638,4170,3546,4062,3680,4299,4298,2963,3040
Rragb,225,176,74,109,36,59,50,38,21,21
Rragc,13913,10371,15012,13633,16034,16339,16722,15179,12796,13315
Rragd,122,95,27,32,40,31,23,34,12,19
Rras,59,47,18,45,34,33,21,28,14,28
Rras2,4174,3427,4114,3975,4389,4213,4757,4424,3808,3742
Rrbp1,1029,719,793,776,704,626,669,759,479,421
Rreb1,792,579,720,596,610,730,616,548,448,524
Rrh,87,77,139,132,156,109,166,113,97,114
Rrm1,2737,1520,1482,2198,1485,1480,1414,1339,884,989
Rrm2,2752,1808,2368,3080,2650,2557,2443,2311,1747,1938
Rrm2b,6008,4681,6044,5894,6111,6753,6695,6645,6356,6351
Rrn3,2508,2039,2426,2513,2601,2687,2571,2358,2003,2103
Rrnad1,869,506,730,657,912,862,1048,705,455,482
Rrp1,2486,1434,1094,1363,1007,1081,798,810,549,629
Rrp12,869,784,910,928,997,971,938,799,763,835
Rrp15,550,391,488,483,501,437,465,401,317,348
Rrp1b,1747,1413,1920,1921,1851,1938,1942,1974,1683,1688
Rrp36,260,192,219,167,215,173,193,183,86,123
Rrp7a,531,351,489,392,446,389,400,401,241,260
Rrp8,1679,1341,1727,1770,1841,1729,1806,1750,1528,1433
Rrp9,475,367,362,373,453,448,394,382,297,293
Rrs1,458,283,179,255,130,131,109,99,30,60
Rs1,1,1,6,5,0,0,6,3,0,2
Rsad1,35,29,12,32,13,15,10,4,0,4
Rsad2,3,3,0,3,0,1,0,0,0,1
Rsbn1,314,225,245,260,245,275,246,251,187,272
Rsbn1l,168,146,173,97,132,124,108,97,70,91
Rsc1a1,28,16,19,13,34,27,17,18,18,16
Rsf1,399,355,190,314,187,229,155,175,121,140
Rsg1,10,5,7,6,5,3,7,5,4,5
Rsl1,69,26,22,29,23,24,11,28,21,9
Rsl1d1,15032,11529,15345,15694,17753,17793,18455,16226,14218,14541
Rsl24d1,1718,1502,1981,1877,2104,1753,1964,1979,1669,1647
Rslcan18,42,28,40,33,27,49,42,41,31,27
Rsph1,20,33,22,9,13,14,14,18,14,10
Rsph3a,101,88,89,88,110,86,107,79,63,67
Rsph3b,49,28,41,34,39,50,50,28,22,11
Rsph4a,6,0,1,2,0,0,1,0,0,0
Rsph6a,2,1,0,1,1,2,1,3,1,3
Rsph9,57,33,73,27,51,43,35,39,16,27
Rspo1,94,55,5,6,6,11,8,5,3,3
Rspo2,16961,12897,18986,16905,19091,18839,20322,18904,15866,16132
Rspo3,2,0,0,1,0,0,0,2,0,1
Rspo4,0,0,1,0,0,0,0,0,0,1
Rspry1,664,735,704,832,475,712,817,695,421,600
Rsrc1,1172,937,1016,1065,1065,1014,1142,1105,876,917
Rsrc2,1041,760,800,899,715,650,666,683,510,562
Rsu1,850,640,693,751,586,701,756,647,505,578
Rtbdn,32,31,34,33,58,60,44,21,30,26
Rtca,420,363,352,370,374,339,358,324,208,255
Rtdr1,0,0,1,0,3,1,2,2,0,0
Rtel1,1064,892,1178,1136,1304,1194,1133,1095,972,1022
Rtf1,744,491,631,544,630,716,629,578,461,421
Rtfdc1,2165,1915,2613,2329,2829,2764,2727,2396,2235,2169
Rtkn,73,102,47,64,50,55,68,43,33,39
Rtkn2,361,316,390,420,355,453,448,394,394,368
Rtl1,6,0,1,0,1,0,0,0,0,0
Rtn1,53,14,22,11,13,15,13,7,10,17
Rtn2,32,29,4,3,3,5,0,1,1,1
Rtn3,1802,1327,1346,1497,1216,1371,1260,1288,1010,1035
Rtn4,339,288,357,324,287,283,263,278,217,197
Rtn4ip1,527,444,543,524,399,461,479,430,340,388
Rtn4r,157,132,208,151,181,212,187,189,144,175
Rtn4rl1,138,198,31,9,11,11,8,17,6,8
Rtn4rl2,1,0,0,0,1,0,1,0,0,0
Rtp1,0,1,0,0,0,0,0,0,0,0
Rtp2,0,0,0,0,0,0,1,0,0,0
Rtp3,1,0,1,0,2,0,1,1,0,1
Rtp4,55,21,17,19,1,17,8,2,3,2
Rttn,4597,3810,5509,4924,4828,5150,4999,4823,4916,4808
Rubie,1,0,0,3,0,0,0,1,0,0
Rufy1,6487,5820,8012,6892,8474,7954,8458,8244,6965,6865
Rufy2,1217,892,843,813,752,844,711,687,499,580
Rufy3,174,150,65,130,65,53,66,49,15,27
Rufy4,6,4,10,1,4,9,2,1,2,2
Rundc1,261,208,55,103,54,54,48,52,12,19
Rundc3a,14,15,8,10,14,14,8,6,6,12
Rundc3b,1025,838,1038,1039,1017,1229,1049,1007,1014,964
Runx1,562,326,201,487,88,131,98,97,7,35
Runx1t1,1826,1580,1894,1783,1664,2112,2090,2436,1915,1812
Runx2,75,22,72,58,62,95,73,75,63,33
Runx3,0,0,0,1,0,1,1,1,0,1
Rusc1,111,113,98,82,88,90,89,79,62,47
Rusc2,307,281,321,298,271,345,266,267,275,271
Ruvbl1,246,177,147,178,133,122,125,118,46,53
Ruvbl2,2341,1683,2570,2205,2686,2577,2532,2028,1697,1810
Rwdd1,341,211,330,249,369,350,376,260,182,172
Rwdd2a,200,169,238,165,244,221,239,258,118,165
Rwdd2b,521,475,579,467,715,702,677,571,589,509
Rwdd3,65,30,19,22,21,18,7,17,9,14
Rwdd4a,305,230,164,192,170,117,114,107,77,80
Rxfp1,3,0,6,5,3,1,7,2,1,7
Rxfp2,1,1,3,2,2,0,1,0,0,1
Rxfp3,0,0,0,0,0,0,0,0,0,0
Rxfp4,0,0,0,0,0,0,0,0,0,0
Rxra,208,217,292,174,162,222,154,167,132,169
Rxrb,459,373,248,264,205,174,156,179,78,69
Rxrg,0,0,2,0,0,0,3,0,0,0
Rybp,668,469,917,709,822,927,817,740,552,646
Ryk,1981,1600,1978,1549,1901,2169,2233,2126,1579,1970
Ryr1,3,6,14,6,4,8,3,5,1,1
Ryr2,150,163,122,129,141,138,110,92,108,94
Ryr3,131,89,146,128,177,142,155,157,101,110
S100a1,118,39,25,21,21,18,11,8,3,2
S100a10,186,129,41,74,20,52,16,27,1,3
S100a11,584,212,112,143,80,126,58,57,24,43
S100a13,21,9,7,9,8,5,3,3,0,1
S100a14,163,128,170,188,204,262,251,295,183,135
S100a16,81,59,58,48,81,73,65,45,40,45
S100a2,0,0,1,0,0,0,0,0,0,0
S100a3,1,3,0,0,1,0,0,0,0,0
S100a4,2,0,0,0,1,0,0,1,0,0
S100a5,0,0,0,0,0,0,0,0,0,0
S100a6,27,13,6,8,7,5,5,5,0,2
S100a7a,0,0,0,0,0,0,0,0,0,0
S100a8,0,1,0,0,0,0,0,0,0,0
S100a9,0,0,0,0,0,0,0,0,0,0
S100b,1,1,0,1,0,0,0,0,0,0
S100g,2,0,1,4,0,0,0,0,0,1
S100pbp,112,97,87,132,118,143,109,114,93,102
S100z,3,0,2,1,2,3,0,2,2,0
S1pr1,118,27,4,12,12,13,3,3,1,2
S1pr2,89,62,47,22,38,28,25,38,27,26
S1pr3,962,753,1031,1004,1126,1069,1302,1067,979,916
S1pr4,2,0,0,0,0,0,0,0,0,0
S1pr5,0,1,0,0,0,1,3,0,1,3
Saa1,0,0,0,0,0,0,0,0,0,0
Saa2,0,0,0,2,0,0,0,0,0,0
Saa3,0,1,0,1,2,0,0,0,0,0
Saa4,0,0,1,0,0,0,0,0,0,0
Saal1,276,189,185,216,126,130,117,102,74,65
Sac3d1,193,151,127,93,124,70,78,100,50,49
Sacm1l,1124,873,942,940,711,855,781,673,584,531
Sacs,33,37,31,24,23,31,25,34,27,23
Sae1,1772,1044,1010,1219,967,759,797,755,454,451
Safb,1118,880,880,1095,791,892,795,864,664,667
Safb2,1166,963,945,1003,836,1011,898,940,719,776
Sag,3,0,4,1,0,4,3,0,0,1
Sall1,0,0,0,0,0,0,0,0,0,0
Sall2,143,113,100,93,126,124,118,129,74,71
Sall3,5,10,1,3,2,6,1,3,3,1
Sall4,8080,7220,9683,9759,9392,10368,9575,10229,8999,9284
Samd1,73,51,56,62,62,55,43,64,36,45
Samd10,1507,1205,1496,1517,1521,1593,1664,1568,1217,1283
Samd11,238,167,188,206,211,219,191,130,89,129
Samd12,4,1,8,9,4,4,5,13,4,9
Samd14,4,7,2,5,1,1,0,1,0,2
Samd3,9,3,5,1,10,9,7,6,4,8
Samd4,52,27,49,49,58,66,59,50,46,43
Samd4b,989,803,838,875,847,883,824,947,649,683
Samd5,129,103,170,158,154,183,166,169,144,146
Samd7,1166,890,1407,1307,1555,1703,1592,1328,1213,1206
Samd8,696,494,712,762,662,769,715,733,637,628
Samd9l,71,51,28,65,33,36,15,6,25,18
Samhd1,1100,818,1110,1074,1238,1210,1279,1186,966,958
Samm50,971,694,710,773,711,648,632,592,308,406
Samsn1,0,1,0,0,0,0,0,1,0,0
Samt1,0,0,0,0,0,0,0,0,0,0
Samt2,0,0,0,0,1,0,3,0,0,0
Samt3,0,1,4,3,0,0,0,0,1,0
Samt4,0,0,0,1,0,0,0,0,0,0
Sap130,597,534,527,486,465,575,545,563,411,430
Sap18,220,140,146,140,119,109,85,78,30,54
Sap25,6,3,4,1,3,5,2,3,2,3
Sap30,6082,4184,6495,5912,7524,6626,7754,6455,5792,5316
Sap30bp,1597,1291,1774,1674,2179,1917,2099,1705,1380,1478
Sap30l,655,540,719,586,735,655,697,645,503,589
Sapcd1,8,0,13,6,7,18,7,4,7,7
Sapcd2,118,110,146,78,68,92,77,116,41,47
Sar1a,1813,1177,1126,1384,1077,1026,983,834,468,515
